entities,entity counts,entity label
potassium (k+),1,Chemical element
conquest,1,Topic
(h)cq,1,not determined
saccharin,1,Medicinal product
oseltamivir p,1,Chemical compound
polysterene,1,not determined
lanthanide,1,Chemical series
ccf,1,Disease
cd40l,1,Protein
2-oxo-1h-pyrazine-3-carboxamide,1,not determined
notfallmedizin,1,Topic
perphanizine,1,not determined
viracept,1,Drug
n4-hydroxycytidine,1,not determined
cromolyn sodium,1,Drug
almitrine,1,Drug
aloxistatin,1,not determined
methylpredinosolone,1,not determined
vwf-adamts-13,1,Topic
iguesterin,1,not determined
terpenoids,1,Topic
n- acetyl-l-cysteine,1,Medication
uridylate,1,not determined
conchinone b,1,not determined
vitisinol c,1,not determined
lariciresinol,1,Topic
lactimidomycin,1,Topic
ramipril benzyl ester,1,not determined
quillaic acid,1,not determined
segetalin a,1,not determined
cinobufagin,1,Medicinal
propafenone,1,Medication
stylopine,1,Topic
caffeic acid phenethyl ester,1,Chemical compound
covid-3cl,1,not determined
covid-19 3cl-protease,1,not determined
mild,1,Hormone
rosiglitazone,1,Drug
largactil,1,Medication
c-line,1,New York City Subway service
sotetsuflavone,1,not determined
imino,1,Chemical compound
crb-65,1,Topic
ribonucleotide,1,Topic
colecalciferol,1,Topic
pi3k-akt,1,Topic
mycophenolic acids,1,not determined
coronavirus.highlightscovid-19,1,not determined
covid-19-bildgebungs-register,1,not determined
pro-il-18,1,Website
ivm,1,Company
h2 s-donors,1,Topic
hydroxychlorquine,1,not determined
hydroxychloroquine.communicated,1,not determined
locked-in,1,Syndrome
crd42020180173,1,not determined
chromenone,1,not determined
hydroxyl 3-methylbut-2-enyl,1,not determined
rocaltrol,1,Medication
hedysarimcoumestan b,1,not determined
liquiritin,1,Chemical compound
1-methoxyphaseollidin,1,not determined
calcium carbonate,1,Chemical compound
oxane,1,Chemical compound
cromostat mesylate,1,not determined
remdisevir,1,not determined
"1,25(oh)2d3",1,not determined
phospholipids,1,Topic
fatty acids,1,Topic
airborne,1,Dietary supplement
alcohol hand sanitizer,1,Topic
prelude,1,Music
thr680,1,not determined
hydroquinone,1,Chemical compound
cre,1,Topic
febuxostat,1,Medication
dexh,1,Municipality in Germany
-glyceraldehyde 3-phosphate,1,Chemical compound
"phosphatidylinositol-4, 5-bisphosphate",1,Topic
pymol,1,System software
tryptophan,1,Amino acid
tri-state,1,Topic
arg624,1,not determined
5 l oxygen,1,Chemical element
protocolsthe,1,not determined
vitamin c-n-acetyl cysteine,1,Topic
thr456,1,not determined
ser681,1,not determined
mtx,1,Medication
asp452,1,not determined
ser682,1,not determined
1-3 l oxygen,1,Chemical element
irct20180923041093n3,1,not determined
3-oxo glycyrrhetinic acid,1,not determined
thiols,1,Topic
deoxynucleosides,1,not determined
spo₂,1,Measuring instrument
sem,1,Topic
selenomethionine,1,Topic
ryanodine,1,Chemical compound
o-h,1,US State
l-pga,1,Sports association
tocilizumab.although,1,not determined
navigationid=trial.html&trial_id=drks00022185,1,not determined
drks00022185,1,not determined
l-pyroglutamic acid,1,not determined
c=o,1,Topic
crd42020188208,1,not determined
covid-19 pcr,1,Topic
sirio-libanes,1,"Hospital in São Paulo, Brazil"
c=o and two n-h,1,not determined
epigallocatechine gallate,1,not determined
7btf,1,not determined
n-phenyl-thioacetamide,1,not determined
estrone,1,Hormone
wc,1,"Liberal arts college in Staten Island, New York"
oxygen-therapy,1,Topic
covid-19.conclusions,1,not determined
succinic acid,1,Chemical compound
ihcas,1,not determined
steroid hormone,1,Topic
thymosin α-1,1,Topic
mannose,1,Topic
2-deoxy-d-glucose,1,Topic
ct(cycle threshold)results,1,not determined
mid-december 2019,1,Topic
cma,1,Software
opiate,1,Medication
crd42020191640,1,not determined
journal.prospero,1,not determined
madam a,1,Drama series
sulbactam sodium,1,not determined
cefoperazone sodium,1,not determined
azido,1,Medication
oxazolidone,1,Chemical compound
trinetx,1,Company
2-azido-2-dg,1,not determined
sometines,1,not determined
crea,1,Discipline
crd42020180915,1,not determined
pure oxygen,1,not determined
2-amino-5-chloropyridine hydrogen succinate,1,not determined
"vitamins a, b",1,Topic
phenomenon-within,1,Topic
chloride,1,Chemical element
ostalmovir,1,not determined
alcoholic scrubs,1,Topic
сd68,1,not determined
s-adenosylmethionine,1,Chemical compound
eosin,1,Topic
crd42020180877,1,not determined
acitretin,1,Medication
pao2 /fio2,1,not determined
chictr2000030464,1,not determined
so,1,Topic
cqc,1,Public agency
bulletin,1,Topic
st258,1,Topic
st270,1,not determined
bagadia s,1,not determined
polumuru s,1,not determined
vitamins a,1,Topic
kyung-ok-ko,1,South Korean television series
chloroquines,1,not determined
ipilimumab,1,Medication
diarrhea.•we,1,Topic
tac,1,Dish
adrenomedullin,1,Topic
methyl,1,Medication
hematoxylin,1,Topic
toluidine blue,1,Topic
amphetamines,1,Drug class
opioids,1,Topic
fum_hpclab,1,not determined
sars2003,1,not determined
"rituximab,bridging",1,not determined
covid-19 nationwide,1,Topic
anginal,1,Topic
katp,1,Topic
peptidyl-prolyl,1,Protein
fenretinide n-(4-hydroxyphenyl) retinamide,1,not determined
cr3022,1,not determined
metocurine,1,Topic
henceforth,1,American band
daunorubicin,1,Medication
decitabine,1,Medication
vitamin d-deficits,1,not determined
azythromycin,1,not determined
flavipiravir,1,not determined
lobinavir,1,not determined
perforin,1,Protein
circinate,1,Topic
khainaoside b,1,not determined
prochlorperazine,1,Medication
glycan,1,Chemical compound
mda,1,Index
crd42020211962,1,not determined
tianjin,1,Municipality in China
diacerein,1,Medicinal
sars-cov s protein,1,not determined
phytonadione,1,Topic
laboratory-confirmed-covid-19,1,not determined
two-hundred-one,1,Novel by James A. Michener
crd42020172773,1,not determined
ramdesvir,1,not determined
singulair,1,Medication
cbc,1,Topic
zileuton,1,Topic
alamandine-mrgd-tgr7,1,not determined
zyflo,1,Topic
leukotrienes,1,Topic
anthracycline,1,Class of drugs
heparin sulphate,1,not determined
phosphatidylinositol,1,Topic
azd1222,1,Topic
biontech's bnt162b2,1,Biotechnology company
phyto-anti-covid,1,not determined
lpv / r,1,not determined
malondialdehyde,1,Chemical compound
nct04252664,1,not determined
nct04360980,1,not determined
thymosin alpha 1,1,Company
isrctn31062548,1,not determined
arylalkylamine,1,Topic
acetyl,1,Medication
crd42020182725,1,not determined
short-chain fatty acid,1,Topic
tricarboxylic acid,1,Topic
erigeron breviscapus,1,Chemical compound
amaranthus tricolor,1,Plants
n hcl,1,Drug
prothrombin complex concentrates,1,not determined
crd42020185382,1,not determined
leucovorin,1,Medication
tizanidine,1,Medication
ozanimod,1,Drug
neratinib,1,Medication
glucose 6 phosphate,1,Disorder
pazopanib,1,Medication
rilpivirine,1,Medication
siponimod,1,Topic
irct20200509047364n2,1,not determined
gs-us-540-5807,1,not determined
bortezomib,1,Medication
romiplostim,1,Topic
l,1,Topic
nitrous oxide,1,Chemical compound
montenegro,1,Country in the Balkans
azn,1,Armenian-French singer-lyricist
phosphate hydroxychloroquine,1,Medication
crd42020168004,1,not determined
pyrrolidine,1,Chemical compound
pralmorelin,1,Pharmaceutical
polydatin,1,Topic
pyrazoles,1,not determined
cyclic amides,1,not determined
chloroquinine,1,not determined
p(75),1,Fighter aircraft
dnase i,1,Topic
"circumference,albumin",1,not determined
vitamin d″,1,Topic
crd42020189924,1,not determined
crd42020181006,1,not determined
stannous chloride,1,Topic
sodium thiosulfate,1,Medicinal
semi-comatose,1,not determined
b-lines,1,Airline
-covid-19 nucleic acid,1,Topic
glycyrrhizinate diammonium,1,not determined
pantoprazole,1,Medication
vitamin d2,1,Medicinal product
illness.•none,1,Topic
diminazene,1,Medication
covex,1,"Cosmetics and parfumes supplier in Stanford-le-Hope, England"
nct03201185,1,not determined
surfactant-ambroxol,1,Drug
rydls-20,1,not determined
lopinavir/ritonavir 400,1,not determined
ximelagatran,1,Drug
betrixaban,1,Drug
coronavirus,1,Virus
bipartisan,1,Topic
aifa,1,Topic
gla,1,Topic
lpv/r)+hcq,1,not determined
eight-hundred-ninety-two,1,Topic
qtc2,1,not determined
la,1,City in California
dabigatran etexilate,1,Antidote
anisindione,1,Topic
covid-19.•hydroxychloroquine,1,not determined
cinna,1,Spice
clinicaltrials.gov nct04434131 nct04343261 nct04342182 nct04338360 nct04340050 nct04357106 nct04321421 nct04441424,1,not determined
reclaim,1,Topic
(nt)-pro,1,Social media service
ouabain,1,Medication
baloxavir,1,Medication
crd42020181919,1,not determined
js016,1,not determined
ty027,1,not determined
sars-cov-2 s1-rbd,1,not determined
kinetin riboside,1,not determined
triciribine,1,Drug
c-c,1,Clothes company
vincristine,1,Medication
eracoda,1,not determined
li y,1,Month
udine,1,City in Italy
roussakou e,1,not determined
vanilloid,1,Topic
penicillins,1,Topic
cephalosporins,1,not determined
amin,1,Topic
corticoid,1,Drug class
oxymetazoline,1,Topic
karampelias v,1,not determined
'covid-19 19',1,Disease
angiotensin iii,1,Topic
vitamins d,1,Energy drink
1h-imidazol-4-yl heterocyclic,1,not determined
hydroxychloroqine,1,not determined
ribarivin,1,not determined
phosphoramidate,1,Chemical compound
remdesivir (monophosphate of gs-441524),1,Medication
aminoquinolines,1,not determined
fusobacterium,1,Topic
+arbidol,1,Topic
cipomo,1,not determined
steroids 17β-estradiol,1,Protein
transition rate,1,Topic
vc,1,Topic
aidp,1,Book by Mike Mignola
aman,1,Hotel company
amsan,1,Topic
propofol,1,Medication
para-hydrogen,1,Chemical compound
99mtc-perthecnetate,1,not determined
ft4,1,Topic
epicatechingallate,1,not determined
gallocatechin-3-gallate,1,Topic
coolgen,1,not determined
diethylcarbamazine,1,Medication
ferritins,1,not determined
 sars-cov-2,1,Virus
ncov n,1,Virus
β-caryophyllene,1,not determined
indirubin,1,Chemical compound
indican,1,Chemical compound
hydroxy chloroquine,1,not determined
bicylogermecrene,1,not determined
danaparoid sodium,1,Chemical compound
crd42020202079,1,not determined
adenosine deaminase,1,Topic
carbon monoxide,1,Topic
civid-19,1,not determined
riomet,1,Medication
val2leu,1,not determined
crd42020196492,1,not determined
nct4357535,1,not determined
chatterjee s,1,Indian songwriter
choudhury s,1,"School in Guwahati, India"
phagicin,1,not determined
ergotamine,1,Medicinal
tadalafil,1,Medication
identifyingcytokine,1,not determined
natinavir,1,not determined
crysophanic acid,1,not determined
tryptanthrine,1,not determined
"(1,3)-β-d-glucan",1,Sugar substitute
aminosalicylates,1,not determined
sodium citrate,1,Topic
sars-cov-2 or covid-19,1,Disease
atet,1,Nigerian film actress
fibrates,1,Drug class
fluorine-18 fluorodeoxyglucose,1,not determined
≤ 10 cmh2o,1,not determined
sildenafil citrate,1,Medication
bezafibrate,1,Drug
fatty acid amide,1,Topic
sodium chromo-glycate,1,not determined
gaba,1,Medication
beeswax,1,Topic
1155/1163,1,not determined
glatiramer,1,Medication
bat-sl-covzxc21-to ncov-2019,1,not determined
covid-19.•clinicians,1,not determined
covid-19 pneumonia.•in,1,Disease
occurs.•cytokine,1,Syndrome
cases.•tocilizumab,1,not determined
bifidobacterium,1,Bacteria
2019-june,1,2019 film
crd42020181216,1,not determined
drks00021612,1,not determined
duloxetine,1,Medication
covid-19 pandemic.•lpv/r,1,not determined
1.•lpv/r,1,not determined
overdose,1,Topic
n+,1,Console game
biorxiv,1,Topic
chictr 2000029544,1,not determined
oxygen 8 l,1,Chemical element
ace1,1,Band
o2 a-a,1,Topic
bpma,1,not determined
arteriole,1,Artery
medicines,1,Topic
lca,1,Disease
hydroxytyrosol,1,Topic
phytosterols,1,Topic
oea,1,"Organization in Washington, D.C., United States"
chaudhuri s,1,not determined
amide,1,Chemical compound
cym5442,1,not determined
α-lipoic acid,1,Pharmaceutical drug
-crc,1,Topic
presented.•lopinavir/ritonavir,1,not determined
crd42020185776,1,not determined
sulfatide,1,Topic
nmda,1,Topic
boussignac,1,not determined
methypredinsolone,1,not determined
nelfinavir rsrsr,1,not determined
"1,3,7-trimethylxanthine",1,Drug
pde5,1,Drug
methadone•lifting,1,not determined
•pre-covid-19,1,Topic
buprenorphine•telemedicine,1,not determined
3711,1,not determined
polyphenol,1,Topic
crd42020193479,1,not determined
curcuminoids,1,not determined
hydroxyl-chloroquine,1,not determined
a-49-year-old-woman,1,Book
metaproterenol,1,Drug
alpha-beta sars-cov-2,1,Topic
beta-hydroxybutyrate,1,Diagnostic test
ace2-expression-disorder,1,not determined
vit-d,1,Unit of length
c60 fullerene,1,not determined
iopinavir,1,not determined
"'chloroquine,'",1,Medication
"'hydroxychloroquine,'",1,Medication
zika,1,Disease
lysophosphatidylcholine,1,Chemical compound
sulfonylurea,1,Medicinal
heme oxygenase-1 and acetaminophen,1,not determined
atropine,1,Medication
glucosamine,1,Topic
diacylglycerols,1,not determined
sms,1,Topic
crd42020181398,1,not determined
aloin,1,Chemical compound
thymopentin,1,Topic
taxifolin,1,Topic
monosialodihexosyl ganglioside (gm3),1,not determined
sennosides,1,Medication
docetaxel,1,Medication
dags,1,Slang
sphingomyelins,1,not determined
gliptins,1,Drug
bore,1,Topic
vitamin k-antagonists,1,Drug
acetazolamide-should,1,not determined
crd42020193396,1,not determined
outcome.ruxolitinib and iv steroids,1,not determined
rampage,1,American mixed martial artist
lipoxin a4,1,not determined
c20h18no4,1,Topic
ribose,1,Chemical compound
prothrombin complex concentrate,1,Medication
p,1,File format
oxygenation-index,1,Topic
gynecol oncol 15,1,not determined
sio2,1,Topic
chloroquine-oh,1,not determined
sirolimus,1,Drug
tele-medicine,1,not determined
poly(a),1,Topic
3' hydroxyl,1,Protein
octacosanol,1,Topic
missile,1,Topic
dabrafenib,1,Medication
radicicol,1,Topic
coline,1,Topic
c28h58o,1,Topic
c29h50o,1,Chemical compound
tetrahydropalmatine,1,Chemical compound
c5h14no,1,Topic
c21h25no4,1,Medication
γ-aminobutyric acid,1,Topic
3bsuko2,1,not determined
franklin,1,Film
rac-alpha serine,1,Topic
gln189 of sars-cov-2,1,not determined
hie164,1,not determined
arg188,1,not determined
met165,1,not determined
asn142,1,not determined
asp187,1,not determined
asn119,1,not determined
crd42020178699,1,not determined
oxazine substituted 9-anilinoacridines,1,not determined
saponin,1,Topic
lopinavir chloroquine,1,Topic
selegiline,1,Medication
rasagiline,1,Drug
levodopa,1,Drug
tolcapone,1,Medication
catechol-o-methyl,1,Protein
bromocriptine,1,Medication
entacapone,1,Medication
ropinirole,1,Medication
pramipexole,1,Medication
rotigotine,1,Medication
peo,1,Medicinal
mk-4482 on sars-cov-2,1,not determined
procalcitionin,1,not determined
charlson-comorbidity-index,1,not determined
oms,1,Medical specialty
escin,1,"School in Strasbourg, France"
nil,1,River in Africa
ro-90-7501,1,Singer
benzyl-quinazolin-4-yl-amine,1,not determined
camptothecin,1,Drug
magnesium oxide,1,Chemical compound
crd42020199443,1,not determined
proguanil,1,Medication
pirodavir,1,not determined
irct202003117046797n4,1,not determined
bullet,1,Topic
buprenorphine-naloxone,1,Medication
sars-cov-2-targeted gapmer,1,not determined
crd42020182409,1,not determined
ashp,1,Topic
thiazolidinedione,1,Drug
vitamin b3,1,Chemical compound
matrine-ace2,1,not determined
covid,1,Disease
methamphetamine,1,Drug
-nlr,1,City in India
tmprss2bromelain,1,not determined
sialic acid,1,Topic
allopurinol,1,Medication
h-index,1,Topic
meconium,1,Topic
nct04342663,1,not determined
pre-pirrt lactate,1,not determined
γ-glutamyl,1,Topic
coinfected sars-cov-2,1,not determined
tnf alpha,1,Protein
n-3 polyunsaturated fatty acids,1,Topic
glutamine,1,Amino acid
nct04244591,1,not determined
phenol,1,Chemical compound
brescia- covid 2-3 plus,1,City in Italy
corticoesteroids,1,not determined
nct04321174,1,not determined
alfentanil,1,Drug
midazolam,1,Medication
nct04348695,1,not determined
nct04304313,1,not determined
(9)-bradykinin,1,Protein
nct04280705,1,not determined
nct04359329,1,not determined
carboprost tromethamine,1,Drug
covid-19 epidemic.telephone,1,not determined
covid-19.amoxicillin,1,not determined
ace2-positive-cell,1,Virus
urate,1,Chemical compound
hrqol,1,Topic
enoxaparin 4000,1,Company
hydroxychloroquine-sulfate,1,Drug
glutamyl,1,Topic
crd42020182323,1,not determined
saa,1,Airline
hispanic black,1,People
n-methyl-d-aspartate,1,Topic
crd42020182373,1,not determined
dihydropyridine calcium,1,Topic
oud,1,Musical instrument
trimethoprim/sulfamethoxazole,1,not determined
carbon,1,Chemical element
au,1,Online game
na,1,Chemical element
patients.tocilizumab,1,Drug
crd42020209059,1,not determined
azithromicin,1,not determined
oxygen(pao2),1,not determined
dimethyl-fumarate,1,Drug
