entities,entity counts,entity label
chictr 2000029544,1,not determined
oxygen 8 l,1,Chemical element
o2 a-a,1,Topic
bpma,1,not determined
medicines,1,Topic
hydroxytyrosol,1,Topic
phytosterols,1,Topic
chaudhuri s,1,not determined
amide,1,Chemical compound
cym5442,1,not determined
-crc,1,Topic
presented.•lopinavir/ritonavir,1,not determined
crd42020185776,1,not determined
sulfatide,1,Topic
nmda,1,Topic
boussignac,1,not determined
methypredinsolone,1,not determined
nelfinavir rsrsr,1,not determined
"1,3,7-trimethylxanthine",1,Drug
pde5,1,Drug
methadone•lifting,1,not determined
•pre-covid-19,1,Topic
buprenorphine•telemedicine,1,not determined
3711,1,not determined
polyphenol,1,Topic
crd42020193479,1,not determined
curcuminoids,1,not determined
hydroxyl-chloroquine,1,not determined
metaproterenol,1,Drug
alpha-beta sars-cov-2,1,Topic
ace2-expression-disorder,1,not determined
c60 fullerene,1,not determined
iopinavir,1,not determined
"'chloroquine,'",1,Medication
"'hydroxychloroquine,'",1,Medication
lysophosphatidylcholine,1,Chemical compound
sulfonylurea,1,Medicinal
heme oxygenase-1 and acetaminophen,1,not determined
atropine,1,Medication
glucosamine,1,Topic
diacylglycerols,1,not determined
sms,1,Topic
crd42020181398,1,not determined
aloin,1,Chemical compound
thymopentin,1,Topic
taxifolin,1,Topic
monosialodihexosyl ganglioside (gm3),1,not determined
sennosides,1,Medication
docetaxel,1,Medication
sphingomyelins,1,not determined
gliptins,1,Drug
bore,1,Topic
vitamin k-antagonists,1,Drug
acetazolamide-should,1,not determined
crd42020193396,1,not determined
outcome.ruxolitinib and iv steroids,1,not determined
lipoxin a4,1,not determined
c20h18no4,1,Topic
ribose,1,Chemical compound
prothrombin complex concentrate,1,Medication
oxygenation-index,1,Topic
gynecol oncol 15,1,not determined
sio2,1,Topic
chloroquine-oh,1,not determined
sirolimus,1,Drug
tele-medicine,1,not determined
poly(a),1,Topic
3' hydroxyl,1,Protein
octacosanol,1,Topic
missile,1,Topic
dabrafenib,1,Medication
radicicol,1,Topic
coline,1,Topic
c28h58o,1,Topic
c29h50o,1,Chemical compound
tetrahydropalmatine,1,Chemical compound
c5h14no,1,Topic
c21h25no4,1,Medication
γ-aminobutyric acid,1,Topic
3bsuko2,1,not determined
rac-alpha serine,1,Topic
gln189 of sars-cov-2,1,not determined
hie164,1,not determined
arg188,1,not determined
met165,1,not determined
asn142,1,not determined
asp187,1,not determined
asn119,1,not determined
crd42020178699,1,not determined
oxazine substituted 9-anilinoacridines,1,not determined
saponin,1,Topic
lopinavir chloroquine,1,Topic
selegiline,1,Medication
rasagiline,1,Drug
levodopa,1,Drug
tolcapone,1,Medication
catechol-o-methyl,1,Protein
bromocriptine,1,Medication
entacapone,1,Medication
ropinirole,1,Medication
pramipexole,1,Medication
rotigotine,1,Medication
peo,1,Medicinal
mk-4482 on sars-cov-2,1,not determined
procalcitionin,1,not determined
charlson-comorbidity-index,1,not determined
benzyl-quinazolin-4-yl-amine,1,not determined
camptothecin,1,Drug
magnesium oxide,1,Chemical compound
crd42020199443,1,not determined
proguanil,1,Medication
pirodavir,1,not determined
irct202003117046797n4,1,not determined
bullet,1,Topic
buprenorphine-naloxone,1,Medication
sars-cov-2-targeted gapmer,1,not determined
crd42020182409,1,not determined
ashp,1,Topic
thiazolidinedione,1,Drug
vitamin b3,1,Chemical compound
matrine-ace2,1,not determined
methamphetamine,1,Drug
tmprss2bromelain,1,not determined
sialic acid,1,Topic
allopurinol,1,Medication
h-index,1,Topic
meconium,1,Topic
nct04342663,1,not determined
pre-pirrt lactate,1,not determined
γ-glutamyl,1,Topic
coinfected sars-cov-2,1,not determined
tnf alpha,1,Protein
n-3 polyunsaturated fatty acids,1,Topic
glutamine,1,Amino acid
nct04244591,1,not determined
phenol,1,Chemical compound
corticoesteroids,1,not determined
nct04321174,1,not determined
alfentanil,1,Drug
midazolam,1,Medication
nct04348695,1,not determined
nct04304313,1,not determined
(9)-bradykinin,1,Protein
nct04280705,1,not determined
nct04359329,1,not determined
carboprost tromethamine,1,Drug
covid-19 epidemic.telephone,1,not determined
covid-19.amoxicillin,1,not determined
urate,1,Chemical compound
hrqol,1,Topic
hydroxychloroquine-sulfate,1,Drug
glutamyl,1,Topic
crd42020182323,1,not determined
n-methyl-d-aspartate,1,Topic
crd42020182373,1,not determined
dihydropyridine calcium,1,Topic
trimethoprim/sulfamethoxazole,1,not determined
carbon,1,Chemical element
na,1,Chemical element
patients.tocilizumab,1,Drug
crd42020209059,1,not determined
azithromicin,1,not determined
oxygen(pao2),1,not determined
dimethyl-fumarate,1,Drug
